ÃÄ«~¥N½X,ÃÄ«~¦WºÙ,¼Æ¶q
AC23359238,CHONDROITIN 6MG + ARGININE 3MG¡A ª`®g¾¯¡A 20.00ML,0
AC23370100,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 0.50 MG,135
AC233701G0,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 0.50 MG,1652
AC23374212,CIMETIDINE ¡A ª`®g¾¯ ¡A 200.00 MG,57815
AC23381100,THYROID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 64.00 MG,1059
AC23389100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,99126
AC23397100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,1376057.1
AC23422238,CHLORPHENIRAMINE 0.3MG/ML + GLYCINE 10MG/ML + GLYCYRRHIZIC ACID 4MG/ML + METHIONINE 1.2MG/ML + VITAMIN B2 0.2MG/ML + VITAMIN B6 1.3MG/ML¡A ª`®g¾¯¡A 20.00ML,0
AC23430100,PIRENZEPINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
AC23445209,DIPROPHYLLINE 26MG/ML + DIPHENHYDRAMINE 30MG/ML¡A ª`®g¾¯¡A 1.00ML,1729.4
AC23466100,TRIFLUOPERAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 1.00 MG,32
AC23479209,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 1.00 MG,23.5
AC23479229,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 10.00 MG,30
AC23479299,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 1.00 MG,34
AC234881G0,DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUM SILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLL SODIUM COPPER 3MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,210
AC23491100,§tDEXTROMETHORPHAN½Æ¤èÂí«y¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,1533708.3
AC234911G0,§tDEXTROMETHORPHAN½Æ¤èÂí«y¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,6367945.4
AC23492212,VITAMIN B12 ¡A ª`®g¾¯ ¡A 5000.00 MCG,194
AC23508100,PIPEMIDIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,273498.5
AC23562216,DICLOFENAC ¡A ª`®g¾¯ ¡A 75.00 MG,363.9
AC23563212,KETOPROFEN ¡A ª`®g¾¯ ¡A 50.00 MG,1054
AC23563216,KETOPROFEN ¡A ª`®g¾¯ ¡A 75.00 MG,33
AC23565100,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,0
AC23572100,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,0
AC23587421,BETAMETHASONE 1MG/ML + NEOMYCIN 3.5MG/ML¡A ²´¥Î²G¾¯¡A 5.00ML,3
AC23589100,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,113621
AC23592100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,46460.5
AC23606100,HOMATROPINE 2.4MG + MAGALDRATE 400MG + MAGNESIUM TRISILICATE 300MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,561926.5
AC236061G0,HOMATROPINE 2.4MG + MAGALDRATE 400MG + MAGNESIUM TRISILICATE 300MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,1436231
AC23616100,ACETAMINOPHEN 80MG + ETHENZAMIDE 200MG + BROMISOVALUM 100MG + CAFFEINE 25MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,35059.5
AC23631321,FLUCLORONIDE ¡A ¥~¥Î³n»I¾¯ ¡A 0.25  MG/GM ¡A 5.00 GM,60
AC23635100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,13513
AC23644100,DIPYRIDAMOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11298
AC236441G0,DIPYRIDAMOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,728
AC23645100,METAPROTERENOL 5MG + DOXYLAMINE 7.5MG + BROMHEXINE 8MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,59334.2
AC236451G0,METAPROTERENOL 5MG + DOXYLAMINE 7.5MG + BROMHEXINE 8MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,36
AC23648100,DOXYCYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,1737487.1
AC236481G0,DOXYCYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,104628.8
AC23655100,SALBUTAMOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,6285.5
AC23662329,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM¡A ¥~¥Î³n»I¾¯¡A 10.00GM,126724.7
AC23662330,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM¡A ¥~¥Î³n»I¾¯¡A 12.00GM,2936.8
AC23662335,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM¡A ¥~¥Î³n»I¾¯¡A 15.00GM,1907
AC23670100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,21
AC23671100,FENOTEROL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG,0
AC23683100,ESCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,845116.2
AC23686100,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 90.00 MG,466675.8
AC23708100,ESCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,2469
AC23714199,LYSOZYME ¡A ¤fªAÁû²É¾¯ ¡A 100.00 MG,0
AC23733266,GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE 9MG/ML¡A ª`®g¾¯¡A 300.00ML,51629.6
AC23733277,GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE  9MG/ML¡A ª`®g¾¯¡A 500.00ML,5
AC23736100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,277911
AC237361G0,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,4475
AC23752221,PIRACETAM ¡A ª`®g¾¯ ¡A 1.00 GM,97
AC23756100,LOPERAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,142759.3
AC237561G0,LOPERAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,3243
AC23763100,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,279247.2
AC237631G0,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,3506
AC23769100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,137857.9
AC237691G0,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,707
AC23771100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,136430.9
AC237711G0,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,1967.5
AC23773100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,341516.9
AC237731G0,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,15708
AC23775100,COLISTIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 1.00 ¡A MIU,894
AC23785100,§tCODEINE½Æ¤èÂí«y¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,795496.9
AC23789100,METAPROTERENOL 20MG + BROMHEXINE 8MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,265084.4
AC23790100,FENOTEROL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG,1680
AC237901G0,FENOTEROL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG,528
AC23791100,BROMELAIN 20KIU + CYSTEINE 20MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,151467.9
AC23793100,CHOLINE BITARTRATE 100MG + CYSTEINE 20MG-25MG + INOSITOL 25MG + VITAMIN B12 1.5MCG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,161711
AC237931G0,CHOLINE BITARTRATE 100MG + CYSTEINE 20MG-25MG + INOSITOL 25MG + VITAMIN B12 1.5MCG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,600961
AC23796500,ECONAZOLE ¡A ³±¹D¥Î¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,0
AC23820100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,260709
AC238201G0,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,9
AC23822100,DIPHENIDOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,174191.5
AC238221G0,DIPHENIDOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,3317
AC23825100,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,1878634.4
AC238251G0,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,4147655.5
AC23833100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,4159923.8
AC23844212,CIMETIDINE ¡A ª`®g¾¯ ¡A 200.00 MG,37676
AC23845100,PROPRANOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,0
AC23846100,BETAHISTINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 12.00 MG,6392.5
AC23850100,ACETAMINOPHEN 450MG + ORPHENADRINE 35MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,2161940.1
AC23857100,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 1.00 MG,419310.5
AC238571G0,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 1.00 MG,25458
AC23866100,VITAMIN B1 50MG + VITAMIN B2 2-5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,285155
AC23889100,PRIDINOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,4482
AC238891G0,PRIDINOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,21
AC23890277,5.0% AMINO ACIDS ¡A ª`®g¾¯ ¡A 5.00  %¡A 500.00 ML,2
AC23901100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,155166
AC23904100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
AC23913100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,476
AC23918100,FLUNARIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,146915.5
AC239181G0,FLUNARIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,8728757.6
AC23920100,BROMOPRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,6246
AC239201G0,BROMOPRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,848
AC23932100,ACETAZOLAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,23045.2
AC23936100,BISMUTH SUBCARBONATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 324.00 MG,94500.8
AC23969100,KETOPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,1363
AC23990199,CEPHALEXIN ¡A ¤fªAÁû²É¾¯ ¡A 500.00 MG,0
AC23996100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,27154
AC23999100,PIPEMIDIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,1677
AC24005100,TRIFLUOPERAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,0
AC24014221,TRANEXAMIC ACID ¡A ª`®g¾¯ ¡A 250.00 MG,40400
AC24014238,TRANEXAMIC ACID ¡A ª`®g¾¯ ¡A 1000.00 MG,11401
AC24017100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,981213.8
AC24018100,NIFEDIPINE ¡A¤@¯ë¿õ¾¯½¦Ån¾¯¡A 10.00 MG,126141.5
AC240181G0,NIFEDIPINE ¡A¤@¯ë¿õ¾¯½¦Ån¾¯¡A 10.00 MG,596560.1
AC24020100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,82459
AC24023100,HYDROCHLOROTHIAZIDE 25MG + TRIAMTERENE 50MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,21047.5
AC24029263,10.0%AMINO ACIDS ¡A ª`®g¾¯ ¡A 10.00  %¡A 200.00 ML,73206
AC24029277,10.0%AMINO ACIDS ¡A ª`®g¾¯ ¡A 10.00  %¡A 500.00 ML,4
AC24040209,PRIDINOL ¡A ª`®g¾¯ ¡A 2.00 MG,343.5
AC24053100,FERROUS FUMARATE 50MG + VITAMIN B12 20MCG + FOLIC ACID 2MG +  + MULTIVITAMINS¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,8589674.3
AC240531G0,FERROUS FUMARATE 50MG + VITAMIN B12 20MCG + FOLIC ACID 2MG +  + MULTIVITAMINS¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,927669.5
AC24063100,FENOTEROL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG,36
AC24073212,CIMETIDINE ¡A ª`®g¾¯ ¡A 200.00 MG,19
AC24076100,PROPRANOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,16286.8
AC24077100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,148186
AC240771G0,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,168
AC24078100,PRIDINOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
AC24103100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11951.5
AC24104100,PROPRANOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,13800.3
AC24113209,DEXTROSE ¡Ø 50MG/ML + SODIUM CHLORIDE 9MG/ML¡A ª`®g¾¯¡A 501-1000 ML,66921.9
AC24113277,DEXTROSE ¡Ø 50MG/ML + SODIUM CHLORIDE 9MG/ML¡A ª`®g¾¯¡A 251-500 ML,732684
AC24115100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,6578.5
AC24127100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,32235.5
AC24132100,AMOXICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,14258314.2
AC241321G0,AMOXICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,1579802.2
AC24175100,ETHENZAMIDE 200MG + CHLORZOXAZONE 200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,28.5
AC24187100,PENTOXIFYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,56
AC241871G0,PENTOXIFYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,56
AC24196100,PIPEMIDIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,81747
AC24197100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
AC24198212,AMIKACIN ¡A ª`®g¾¯ ¡A 250.00 MG,130705.9
AC24199100,NAPROXEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,4826
AC24203216,ACETYLCYSTEINE ¡A ª`®g¾¯ ¡A 300.00 MG,169
AC24212238,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 4.50  MG/ML ¡A 20.00 ML,1633262.2
AC24212277,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 4.50  MG/ML ¡A 500.00 ML,192208.1
AC242122D9,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 4.50  MG/ML ¡A 2760.00 ML,87797
AC24229100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 7.67 - 10.00 MG,2942
AC24236100,CARBETAPENTANE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,1994864.1
AC242361G0,CARBETAPENTANE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,24194
AC24251100,PIPEMIDIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,81
AC24258277,DEXTROSE 8MG/ML + ELECTROLYTE SOLUTIONS¡A ª`®g¾¯¡A 500.00ML,173317
AC24266100,DIPHENIDOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11340.5
AC24269100,BUTYLSCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,18
AC24270100,DEXTROMETHORPHAN 20MG + CARBINOXAMINE 4MG + PHENYLEPHRINE 20MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,3476.5
AC24272100,ERGONOVINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MCG,255
AC24277100,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,4706
AC24282100,TRANEXAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1545127
AC24310100,RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,149826.5
AC243101G0,RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,388134.5
AC24318100,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,36753.5
AC243181G0,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,2304449.3
AC24319221,TRANEXAMIC ACID ¡A ª`®g¾¯ ¡A 500.00 MG,260
AC24329100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,6513
AC24330100,PIROXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,15852.5
AC24335100,SALBUTAMOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,6870
AC24350100,TRANEXAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,20749
AC24362100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,2056.5
AC24374100,THIAMPHENICOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,65827.2
AC243741G0,THIAMPHENICOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,15424
AC24375100,GRISEOFULVIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,428957
AC243751G0,GRISEOFULVIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,37442.5
AC24385100,LOPERAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,614
AC24431100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,67855.1
AC24440100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,3149276.4
AC244401G0,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,482143.9
AC24463100,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 0.50 MG,125484.5
AC244631G0,LORAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 0.50 MG,17281802.1
AC24474100,LITHIUM CARBONATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,6258005.2
AC24488100,PROCHLORPERAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,239414.7
AC244881G0,PROCHLORPERAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,41366.5
AC24490100,PIPEMIDIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,367800
AC24494100,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,109863.4
AC24509100,TRIFLUOPERAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,1033.5
AC24516212,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 9.00  MG/ML ¡A 2000.00 ML,101
AC24516248,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 9.00  MG/ML ¡A 50.00 ML,132
AC24516277,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 9.00  MG/ML ¡A 500.00 ML,0
AC24536100,PROPRANOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,26539
AC24571338,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM¡A ¥~¥Î³n»I¾¯¡A 20.00GM,53
AC24588100,METAPROTERENOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,1627
AC24597100,PIPRINHYDRINATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.00 MG,236624.8
AC24667265,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML¡A ª`®g¾¯¡A 250.00ML,29
AC24667277,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML¡A ª`®g¾¯¡A 500.00ML,21211.5
AC24673277,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML¡A ª`®g¾¯¡A 500.00ML,0
AC24696216,DICLOFENAC ¡A ª`®g¾¯ ¡A 75.00 MG,22696.2
AC24703100,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,1110454
AC247031G0,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,387005.8
AC247061G0,PSEUDOEPHEDRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60.00 MG,8750
AC24708100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,3503351.5
AC247081G0,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,155972
AC24726100,ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,41127.3
AC24730500,CLOTRIMAZOLE ¡A ³±¹D¥Î¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,64661
AC24740100,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,17253
AC24742100,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,2758062.8
AC24750212,CIMETIDINE ¡A ª`®g¾¯ ¡A 200.00 MG,4
AC24751221,POTASSIUM CHLORIDE 750MG + RIBOFLAVIN 0-1.5MG¡A ª`®g¾¯,508467.5
AC24752321,TOLNAFTATE 20MG/GM + HEXACHLOROPHENE 5MG/GM¡A ¥~¥Î³n»I¾¯¡A 5.00GM,0
AC24754100,TRANEXAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1080596.3
AC24756277,DEXTROSE 100 MG/ML ¡Ó MULTIVITAMINES ¡A ª`®g¾¯ ¡A 251-500 ML,8
AC24757100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,98346.3
AC247571G0,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,23773
AC24758100,LYSOZYME ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 90.00 MG,26814.1
AC24766100,CLOMIPHENE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,3041
AC24789100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1534959.5
AC247891G0,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,2476
AC24810100,OXETHAZAINE 5MG + ALUMINUM MAGNESIUM SILICATE 244MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,189040.6
AC24817100,TERBUTALINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG,46499.8
AC248171G0,TERBUTALINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG,312
AC24837100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,285895.7
AC248371G0,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,6092
AC24838100,RIFAMPICIN¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,310275.7
AC24841100,CLOMIPHENE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,30360
